,page,country,rev_id,predictions,FIPS,Name,Type,TimeFrame,Data (M),Population,_merge
9348,Mata'afa Faumuina Fiame Mulinu'u I,Samoan,748384437,Start,,,,,,,left_only
9364,Rubén Zamora,Salvadoran,748418081,Start,,,,,,,left_only
9372,De Vic Carey,Guernsey,748457839,Start,,,,,,,left_only
9376,Fiame Mata'afa Faumuina Mulinu'u II,Samoan,748477510,C,,,,,,,left_only
9377,Finnbogi Ísakson,Faroese,748477895,Start,,,,,,,left_only
9418,Adolfo Lionel Sevilla,Hondura,748832681,Stub,,,,,,,left_only
9485,Brian Young (magistrate),Pitcairn Islands,749046736,Stub,,,,,,,left_only
9515,Vicente Tosta,Hondura,749185736,Start,,,,,,,left_only
9611,Alexandre Luba Ntambo,"Congo, Dem. Rep. of",749397818,Stub,,,,,,,left_only
9627,Oscar Kashala,"Congo, Dem. Rep. of",749419078,Start,,,,,,,left_only
9702,Alois Rašín,Czech Republic,749575931,Start,,,,,,,left_only
9739,Aníbal Delgado Fiallos,Hondura,749663646,Start,,,,,,,left_only
9753,Toribio Aguilera,Hondura,749695259,Stub,,,,,,,left_only
9773,First Lady of Ivory Coast,Ivorian,749766207,Stub,,,,,,,left_only
9811,Bedřich Reicin,Czech Republic,749945936,Start,,,,,,,left_only
9827,Yury Morozov,South Ossetian,749962491,Start,,,,,,,left_only
9844,Antonio José Cañas,Salvadoran,749973666,Start,,,,,,,left_only
9846,José Atilio Benítez Parada,Salvadoran,749976455,Stub,,,,,,,left_only
9868,"List of members of the Løgting, 1988–90",Faroese,750074079,Start,,,,,,,left_only
9925,Brandur Sandoy,Faroese,750167873,Start,,,,,,,left_only
9943,Jeremias Ziervogel,Cape Colony,750299694,Start,,,,,,,left_only
10015,Jean-Marie Runiga Lugerero,"Congo, Dem. Rep. of",750725157,Stub,,,,,,,left_only
10033,Queen Pokou,Ivorian,750972336,Start,,,,,,,left_only
10042,Vangel Ajanovski-Oče,Macedonia,751054819,Stub,,,,,,,left_only
10056,Christian Malanga,"Congo, Dem. Rep. of",751152656,C,,,,,,,left_only
10096,Faustin Birindwa,"Congo, Dem. Rep. of",751361476,Stub,,,,,,,left_only
10108,Joshua Hill (Pitcairn Island leader),Pitcairn Islands,751464749,Stub,,,,,,,left_only
10142,Bernd Richter,Czech Republic,751718674,Stub,,,,,,,left_only
10310,Kamil Kalina,Czech Republic,753045804,Stub,,,,,,,left_only
10311,Manuel Carrascalão,East Timorese,753061850,Stub,,,,,,,left_only
10415,Chikez Diemu,"Congo, Dem. Rep. of",753704394,Stub,,,,,,,left_only
10481,Guy de Faye,Jersey,754330569,Start,,,,,,,left_only
10483,Minister of Foreign Affairs (Democratic Republic of the Congo),"Congo, Dem. Rep. of",754344309,Start,,,,,,,left_only
10532,George Fergusson (diplomat),Pitcairn Islands,754790610,C,,,,,,,left_only
10550,James Russell McCoy,Pitcairn Islands,754935959,Start,,,,,,,left_only
10551,Matthew Edmond McCoy,Pitcairn Islands,754935982,Stub,,,,,,,left_only
10560,"List of members of the Løgting, 2015–19",Faroese,754952121,Start,,,,,,,left_only
10561,"List of members of the Løgting, 2011–15",Faroese,754952298,Start,,,,,,,left_only
10562,"List of members of the Løgting, 2008–11",Faroese,754952557,Start,,,,,,,left_only
10563,"List of members of the Løgting, 2004–08",Faroese,754952620,Start,,,,,,,left_only
10564,"List of members of the Løgting, 2002–04",Faroese,754952690,Start,,,,,,,left_only
10610,Sumbat Saakian,Abkhazia,755193428,Stub,,,,,,,left_only
10669,Richard Sacher,Czech Republic,755428089,Stub,,,,,,,left_only
10671,Speaker of the Cook Islands Parliament,Cook Island,755442454,Start,,,,,,,left_only
10675,Émile Boga Doudou,Ivorian,755479236,C,,,,,,,left_only
10702,Fran Levstik,Carniolan,755713654,Start,,,,,,,left_only
10754,Adalgisa Magno Guterres,East Timorese,755908563,Stub,,,,,,,left_only
10755,María do Céu,East Timorese,755908564,Start,,,,,,,left_only
10788,Adrien Jules Jean Bonhoure,Ivorian,756060260,Stub,,,,,,,left_only
10833,Václav Fischer,Czech Republic,756317863,Start,,,,,,,left_only
10837,Emil Kirjas,Macedonia,756341426,Stub,,,,,,,left_only
10862,Edouard Kiove Kola,"Congo, Dem. Rep. of",756510063,Stub,,,,,,,left_only
10901,Bárður á Steig Nielsen,Faroese,756602743,Start,,,,,,,left_only
10955,Edmund Joensen,Faroese,756654638,Stub,,,,,,,left_only
10958,Jørgen Niclasen,Faroese,756654880,Stub,,,,,,,left_only
11124,Sara Olsvig,Greenlandic,756830216,Stub,,,,,,,left_only
11334,Ezechiel Joseph,Saint Lucian,757044849,Stub,,,,,,,left_only
11338,Maria Heather,Cook Island,757064438,Stub,,,,,,,left_only
11339,Tetangi Matapo,Cook Island,757064793,Stub,,,,,,,left_only
11340,Selina Napa,Cook Island,757064845,Stub,,,,,,,left_only
11341,Dorice Reid,Cook Island,757065079,B,,,,,,,left_only
11342,Ngai Tupa,Cook Island,757065152,Stub,,,,,,,left_only
11371,Teresina Bodkin,Montserratian,757086597,Stub,,,,,,,left_only
11372,Shirley Osborne,Montserratian,757086621,Stub,,,,,,,left_only
11374,Nora Gúnera de Melgar,Hondura,757092750,Stub,,,,,,,left_only
11376,Kathrine Chemnitz,Greenlandic,757102071,Start,,,,,,,left_only
11379,Augusta Salling,Greenlandic,757103267,Stub,,,,,,,left_only
11388,Leilani Reklai,Palauan,757106724,Stub,,,,,,,left_only
11389,Matatumua Maimoana,Samoan,757107378,Start,,,,,,,left_only
11390,Laulu Fetauimalemau Mata'afa,Samoan,757107952,C,,,,,,,left_only
11446,Fahd bin Mahmoud al Said,Omani,757164616,Stub,,,,,,,left_only
12042,Božena Viková-Kunětická,Czech Republic,757336278,Stub,,,,,,,left_only
12145,Taymuraz Mamsurov,Ossetian,757343822,Start,,,,,,,left_only
12344,Agathe Fontain,Greenlandic,757539811,Stub,,,,,,,left_only
12346,Ana Pessoa Pinto,East Timorese,757539934,Stub,,,,,,,left_only
12348,Ane Hansen (politician),Greenlandic,757539958,Stub,,,,,,,left_only
12361,Cassey Eggelton,Cook Island,757540405,Stub,,,,,,,left_only
12364,Constance Simelane,Swaziland,757540600,C,,,,,,,left_only
12394,Elizabeth Azcona Bocock,Hondura,757561950,Start,,,,,,,left_only
12403,Fiame Naomi Mata'afa,Samoan,757562316,Start,,,,,,,left_only
12480,Menissa Rambally,Saint Lucian,757615710,Start,,,,,,,left_only
12497,Safuneitu'uga Pa'aga Neri,Samoan,757616961,Stub,,,,,,,left_only
12499,Sandra Midence,Hondura,757617005,Stub,,,,,,,left_only
12513,Violeta Menjívar,Salvadoran,757618572,Start,,,,,,,left_only
12751,Daniel Mukoko Samba,"Congo, Dem. Rep. of",757821887,Stub,,,,,,,left_only
12752,Henry Latham Currey,Cape Colony,757832561,Start,,,,,,,left_only
12771,Premier of Nevis,Saint Kitts and Nevis,757950077,Stub,,,,,,,left_only
12782,Santiago González (politician),Salvadoran,757977772,Stub,,,,,,,left_only
12818,Rosa Amelia Guzmán,Salvadoran,758287489,Start,,,,,,,left_only
12820,Gloria Salguero Gross,Salvadoran,758288293,C,,,,,,,left_only
12913,Mikuláš of Hus,Czech Republic,758942647,Stub,,,,,,,left_only
12915,Gatoloaifaana Amataga Alesana-Gidlow,Samoan,758953501,Stub,,,,,,,left_only
13004,Gertruda Sekaninová-Čakrtová,Czech Republic,759446334,GA,,,,,,,left_only
13180,Yu In-chon,South Korean,760062536,Start,,,,,,,left_only
13244,Seydou Diarra,Ivorian,760303900,Start,,,,,,,left_only
13245,Gilbert Aké,Ivorian,760304267,Stub,,,,,,,left_only
13261,Jeannot Ahoussou-Kouadio,Ivorian,760393381,Start,,,,,,,left_only
13267,Damian Greaves,Saint Lucian,760443772,Stub,,,,,,,left_only
13272,Aleksandr Shavlokhov,South Ossetian,760473086,Stub,,,,,,,left_only
13273,Merab Chigoev,South Ossetian,760473130,Stub,,,,,,,left_only
13274,Gerasim Khugayev,South Ossetian,760473192,Start,,,,,,,left_only
13275,Igor Sanakoyev,South Ossetian,760473237,Stub,,,,,,,left_only
13276,Zurab Kokoyev,South Ossetian,760473273,Stub,,,,,,,left_only
13299,Rosa Bonaparte,East Timorese,760534473,Stub,,,,,,,left_only
13313,Rawya Saud Al Busaidi,Omani,760558966,Stub,,,,,,,left_only
13529,Adrian Davis (governor),Montserratian,762009545,Stub,,,,,,,left_only
13556,Abdylaqim Ademi,Macedonia,762110004,Stub,,,,,,,left_only
13629,Tuala Ainiu Iusitino,Samoan,762572848,Stub,,,,,,,left_only
13638,Antonio Bells,Palauan,762610456,Stub,,,,,,,left_only
13676,Alibek Delimkhanov,Chechen,762868684,Stub,,,,,,,left_only
13681,Sydney Gun-Munro,Saint Vincent and the Grenadines,762906552,Stub,,,,,,,left_only
13682,Bailiff of Guernsey,Guernsey,762910285,GA,,,,,,,left_only
13711,Dobri Veličkovski,Macedonia,763061803,Stub,,,,,,,left_only
13781,Dolly Makambo Nawezi,"Congo, Dem. Rep. of",763323939,Stub,,,,,,,left_only
13820,Francis Chaplin,Rhodesian,763530115,Stub,,,,,,,left_only
13824,Roger Hawkins (politician),Rhodesian,763533706,Start,,,,,,,left_only
13828,George Mitchell (Rhodesia),Rhodesian,763540238,Stub,,,,,,,left_only
13877,Asii Chemnitz Narup,Greenlandic,763742018,Stub,,,,,,,left_only
13885,Robert Rex,Niuean,763768679,Start,,,,,,,left_only
13886,Norman George,Cook Island,763769083,Start,,,,,,,left_only
13887,John Tangi,Cook Island,763769086,Stub,,,,,,,left_only
13888,Vai Peua,Cook Island,763769088,Stub,,,,,,,left_only
13889,Teariki Heather,Cook Island,763769233,Start,,,,,,,left_only
13891,George Angene,Cook Island,763769688,Stub,,,,,,,left_only
13892,Albert (Peto) Nicholas,Cook Island,763770488,Stub,,,,,,,left_only
13894,Tupou Faireka,Cook Island,763774025,Stub,,,,,,,left_only
13895,Mark Brown (Cook Islands),Cook Island,763774066,Stub,,,,,,,left_only
13896,Nandi Glassie,Cook Island,763774069,Stub,,,,,,,left_only
13897,Apii Piho,Cook Island,763775030,Stub,,,,,,,left_only
13898,Winton Pickering,Cook Island,763775034,Stub,,,,,,,left_only
13899,Albert Nicholas (Cook Islands),Cook Island,763775035,Stub,,,,,,,left_only
13900,Vincent Ingram,Cook Island,763775867,Start,,,,,,,left_only
13901,Terepai Maoate Jnr,Cook Island,763775893,Stub,,,,,,,left_only
13902,Toanui Isamaela,Cook Island,763776103,Stub,,,,,,,left_only
13903,Tangata Vavia,Cook Island,763776191,Start,,,,,,,left_only
13904,Taunga Toka,Cook Island,763776193,Stub,,,,,,,left_only
13905,Teremoana Tapi Taio,Cook Island,763776229,Stub,,,,,,,left_only
13906,Tepure Tapaitau,Cook Island,763776231,Start,,,,,,,left_only
13907,Mapu Taia,Cook Island,763776235,Stub,,,,,,,left_only
13908,Pupuke Robati,Cook Island,763776270,Start,,,,,,,left_only
13909,Wilkie Rasmussen,Cook Island,763776271,Start,,,,,,,left_only
13911,Tai Tura,Cook Island,763776737,Stub,,,,,,,left_only
13912,Tekii Lazaro,Cook Island,763776768,Stub,,,,,,,left_only
13913,Kura Strickland,Cook Island,763776806,Stub,,,,,,,left_only
13914,Mii Parima,Cook Island,763776808,Stub,,,,,,,left_only
13915,Joe Williams (Cook Islands politician),Cook Island,763776856,Start,,,,,,,left_only
13916,Kiriau Turepu,Cook Island,763776860,Stub,,,,,,,left_only
13933,John Landau,Rhodesian,763870152,Stub,,,,,,,left_only
13953,Germain Kambinga,"Congo, Dem. Rep. of",763943185,Stub,,,,,,,left_only
13954,Byron Hove,Rhodesian,763951988,Start,,,,,,,left_only
14018,Haruo Remeliik,Palauan,764341685,Stub,,,,,,,left_only
14019,Henri Konan Bédié,Ivorian,764345360,B,,,,,,,left_only
14032,Stanko Mladenovski,Macedonia,764411930,Stub,,,,,,,left_only
14055,Richard Fell,Pitcairn Islands,764601118,Start,,,,,,,left_only
14063,Juan Alberto Melgar Castro,Hondura,764646645,Stub,,,,,,,left_only
14089,Richard Ndambu Wolang,"Congo, Dem. Rep. of",764771546,Stub,,,,,,,left_only
14090,Simon Mbatshi Batshia,"Congo, Dem. Rep. of",764771615,C,,,,,,,left_only
14091,José Makila Sumanda,"Congo, Dem. Rep. of",764771652,Stub,,,,,,,left_only
14092,Trésor Kapuku Ngoy,"Congo, Dem. Rep. of",764771697,Stub,,,,,,,left_only
14093,Charles Mwando Simba,"Congo, Dem. Rep. of",764791046,Stub,,,,,,,left_only
14169,Roman Tmetuchl,Palauan,765032190,GA,,,,,,,left_only
14181,Vice President of Palau,Palauan,765102210,Stub,,,,,,,left_only
14261,Henry Juta,Cape Colony,765333482,Stub,,,,,,,left_only
14297,David Joaquín Guzmán,Salvadoran,765528693,Start,,,,,,,left_only
14300,Siljan Avramovski,Macedonia,765551331,Start,,,,,,,left_only
14303,Jules Fontaine Sambwa,"Congo, Dem. Rep. of",765570258,Start,,,,,,,left_only
14305,Fernanda Borges,East Timorese,765600414,Stub,,,,,,,left_only
14309,Beibulat Taimiev,Chechen,765616552,Start,,,,,,,left_only
14332,Mabi Mulumba,"Congo, Dem. Rep. of",765799138,Stub,,,,,,,left_only
14333,N'Singa Udjuu,"Congo, Dem. Rep. of",765799213,Stub,,,,,,,left_only
14340,Sultani Makenga,"Congo, Dem. Rep. of",765834828,Stub,,,,,,,left_only
14341,Petr Mlsna,Czech Republic,765838180,Stub,,,,,,,left_only
14348,Josué Alex Mukendi,"Congo, Dem. Rep. of",765871730,Stub,,,,,,,left_only
14362,Raymond Tshibanda,"Congo, Dem. Rep. of",765923988,Start,,,,,,,left_only
14363,Banza Mukalay,"Congo, Dem. Rep. of",765924619,Start,,,,,,,left_only
14366,Évariste Boshab,"Congo, Dem. Rep. of",765925554,Stub,,,,,,,left_only
14378,Jóannes Eidesgaard,Faroese,765947137,Start,,,,,,,left_only
14379,Jógvan á Lakjuni,Faroese,765947416,Start,,,,,,,left_only
14420,Atapana Siakimotu,Niuean,766068997,Stub,,,,,,,left_only
14421,Ahohiva Levi,Niuean,766068998,Stub,,,,,,,left_only
14422,Bill Vakaafi Motufoou,Niuean,766069253,Stub,,,,,,,left_only
14423,Pokotoa Sipeli,Niuean,766069256,Stub,,,,,,,left_only
14424,Terry Coe,Niuean,766069372,Stub,,,,,,,left_only
14425,Togiavalu Pihigia,Niuean,766069407,Stub,,,,,,,left_only
14426,Hima Douglas,Niuean,766069520,Stub,,,,,,,left_only
14427,Dalton Tagelagi,Niuean,766069576,Stub,,,,,,,left_only
14442,Lyudvig Chibirov,South Ossetian,766130279,Stub,,,,,,,left_only
14518,Vernon Tomes,Jersey,766480006,Start,,,,,,,left_only
14535,Affoussiata Bamba-Lamine,Ivorian,766524815,Start,,,,,,,left_only
14554,Marie-Ange Mushobekwa,"Congo, Dem. Rep. of",766647953,Stub,,,,,,,left_only
14571,Francisco Gómez (El Salvador President),Salvadoran,766757526,Start,,,,,,,left_only
14585,Inatio Akaruru,Cook Island,766806728,Start,,,,,,,left_only
14592,Hilary Squires,Rhodesian,766847256,Stub,,,,,,,left_only
14623,Terepai Maoate,Cook Island,767048874,Start,,,,,,,left_only
14624,Deputy Prime Minister of the Cook Islands,Cook Island,767048881,Start,,,,,,,left_only
14652,"Azzan bin Qais, Sultan of Muscat and Oman",Omani,767183600,Stub,,,,,,,left_only
14656,Surangel Whipps Jr.,Palauan,767195006,Stub,,,,,,,left_only
14686,Lambert Amon Tanoh,Ivorian,767265950,Stub,,,,,,,left_only
14704,Paul Alan Cox,Samoan,767363297,C,,,,,,,left_only
14827,Simeon Jacobs,Cape Colony,767856232,C,,,,,,,left_only
14841,Taimur bin Feisal,Omani,767885927,Start,,,,,,,left_only
14860,Atatoa Herman,Cook Island,767994335,Stub,,,,,,,left_only
14903,Antonín Cyril Stojan,Czech Republic,768047769,C,,,,,,,left_only
14949,Jean Andeka,"Congo, Dem. Rep. of",768228272,Stub,,,,,,,left_only
14967,Jean-Louis Billon,Ivorian,768302622,Start,,,,,,,left_only
15042,Ambrose Sherwill,Guernsey,768625520,C,,,,,,,left_only
15051,Aimé Ngoy Mukena,"Congo, Dem. Rep. of",768670214,C,,,,,,,left_only
15052,František Kubka,Czech Republic,768676716,Stub,,,,,,,left_only
15053,David G. P. Taylor,Montserratian,768679602,Start,,,,,,,left_only
15269,Ivan Tavčar,Carniolan,769425247,C,,,,,,,left_only
15318,Francisco Dueñas,Salvadoran,769575358,Stub,,,,,,,left_only
15321,Robert Beugré Mambé,Ivorian,769591168,Stub,,,,,,,left_only
15414,Michael Jackson (journalist),Niuean,770018880,Start,,,,,,,left_only
15434,Sarita Francis,Montserratian,770131970,Start,,,,,,,left_only
15539,Kim Wan-ju,South Korean,770622878,Stub,,,,,,,left_only
15540,Park Yong-jin,South Korean,770623036,Start,,,,,,,left_only
15547,Rafael Zaldívar,Salvadoran,770682721,Start,,,,,,,left_only
15558,Abdourahmane Cissé,Ivorian,770710515,C,,,,,,,left_only
15565,Lee Jong-kul,South Korean,770757174,Stub,,,,,,,left_only
15567,Aleqa Hammond,Greenlandic,770757601,Start,,,,,,,left_only
15570,Kim Hyun-jong,South Korean,770760118,Stub,,,,,,,left_only
15579,Richard Frederick,Saint Lucian,770812205,Start,,,,,,,left_only
15580,Oliver Plunkett (judge),Saint Lucian,770813700,Stub,,,,,,,left_only
15581,Gale Rigobert,Saint Lucian,770814043,Stub,,,,,,,left_only
15586,Frederick Ballantyne,Saint Vincent and the Grenadines,770827509,C,,,,,,,left_only
15587,Terrance Ollivierre,Saint Vincent and the Grenadines,770829069,Start,,,,,,,left_only
15682,Duncan MacIntyre (New Zealand politician),Tokelauan,770994352,C,,,,,,,left_only
15701,Milton Cato,Saint Vincent and the Grenadines,771015590,Start,,,,,,,left_only
15714,William Schreiner,Cape Colony,771024710,Start,,,,,,,left_only
15767,Enetama Lipitoa,Niuean,771152922,Stub,,,,,,,left_only
15815,Tuala Falenaoti Tiresa Malietoa,Samoan,771267864,Stub,,,,,,,left_only
15826,David Brandt (politician),Montserratian,771351774,Stub,,,,,,,left_only
15827,Bertrand Osborne,Montserratian,771351955,Stub,,,,,,,left_only
15828,Percival Austin Bramble,Montserratian,771352057,Stub,,,,,,,left_only
15872,Russell Marshall,Tokelauan,771460602,C,,,,,,,left_only
15904,Toi Aukuso Cain,Samoan,771651038,Stub,,,,,,,left_only
15913,Goran Mitevski,Macedonia,771736771,Stub,,,,,,,left_only
16008,Aimé Boji,"Congo, Dem. Rep. of",772045942,Stub,,,,,,,left_only
16047,Isa Gendergenoevsky,Chechen,772274868,Stub,,,,,,,left_only
16053,Léonard Mulamba,"Congo, Dem. Rep. of",772317052,Start,,,,,,,left_only
16080,"Kruger House, Pretoria",South African Republic,772410051,Stub,,,,,,,left_only
16166,Noel K Tshiani Muadiamvita,"Congo, Dem. Rep. of",772818039,C,,,,,,,left_only
16177,Nicolau dos Reis Lobato,East Timorese,772890380,Stub,,,,,,,left_only
16302,Philip Bailhache,Jersey,773230341,C,,,,,,,left_only
16314,Heraldine Rock,Saint Lucian,773251387,Start,,,,,,,left_only
16326,Jean Poingdestre,Jersey,773316732,Start,,,,,,,left_only
16351,Alfonso Oiterong,Palauan,773405868,Stub,,,,,,,left_only
16373,Vilma Cecilia Morales,Hondura,773563309,Stub,,,,,,,left_only
16438,Josef Pfitzner,Czech Republic,773853256,Start,,,,,,,left_only
16450,Anfinn Kallsberg,Faroese,773895078,Start,,,,,,,left_only
16562,Kasongo Ilunga,"Congo, Dem. Rep. of",774263410,Start,,,,,,,left_only
16603,Shin Ki-ha,South Korean,774367693,Stub,,,,,,,left_only
16688,Head of the Republic of North Ossetia-Alania,Ossetian,774555176,Stub,,,,,,,left_only
16691,Peter Hanning,Jersey,774568909,Start,,,,,,,left_only
16701,Vladimír Franz,Czech Republic,774595725,C,,,,,,,left_only
16731,Pierre Lumbi Okongo,"Congo, Dem. Rep. of",774679596,Start,,,,,,,left_only
16751,Vice-President of Ivory Coast,Ivorian,774756970,Start,,,,,,,left_only
16754,Stevčo Jakimovski,Macedonia,774773036,Stub,,,,,,,left_only
16756,Mile Janakieski,Macedonia,774773200,Stub,,,,,,,left_only
16759,Vance Amory,Saint Kitts and Nevis,774778329,C,,,,,,,left_only
16770,Cecil Dennistoun Burney,Rhodesian,774837666,Stub,,,,,,,left_only
16777,Óscar Ortiz (El Salvador),Salvadoran,774857245,Stub,,,,,,,left_only
16784,"Turki bin Said, Sultan of Muscat and Oman",Omani,774877670,Stub,,,,,,,left_only
16857,Lee Chunhee,South Korean,775234175,Stub,,,,,,,left_only
16858,Peter Josie,Saint Lucian,775241473,Start,,,,,,,left_only
16897,Ahn Dae-hee,South Korean,775458263,Stub,,,,,,,left_only
16898,Ahn Gyu-baek,South Korean,775458608,Start,,,,,,,left_only
16899,Park Hong-keun,South Korean,775458639,Start,,,,,,,left_only
16905,George Strahan,Cape Colony,775481498,Start,,,,,,,left_only
17023,Sani Lakatani,Niuean,775947817,Stub,,,,,,,left_only
17088,Jan Stocklassa,Czech Republic,776095794,Stub,,,,,,,left_only
17114,Jaroslav Krejčí,Czech Republic,776197284,Start,,,,,,,left_only
17140,Boekenhoutfontein,South African Republic,776299184,Start,,,,,,,left_only
17154,Libuše Benešová,Czech Republic,776338134,Stub,,,,,,,left_only
17155,Daniela Filipiová,Czech Republic,776338195,Start,,,,,,,left_only
17161,Jean Konan Banny,Ivorian,776348888,Start,,,,,,,left_only
17171,Jeannette Kavira Mapera,"Congo, Dem. Rep. of",776372644,Stub,,,,,,,left_only
17172,Jeannine Compton-Antoine,Saint Lucian,776374386,Stub,,,,,,,left_only
17198,Moses Porges von Portheim,Czech Republic,776487173,Start,,,,,,,left_only
17206,Jan Kasl,Czech Republic,776508129,Start,,,,,,,left_only
17207,Jiří Kittner,Czech Republic,776509425,Stub,,,,,,,left_only
17210,Miloslav Vlček,Czech Republic,776513404,Stub,,,,,,,left_only
17211,Ivo Svoboda (politician),Czech Republic,776513552,Start,,,,,,,left_only
17212,Hana Orgoníková,Czech Republic,776513802,Stub,,,,,,,left_only
17213,Pavel Dostál,Czech Republic,776514175,Start,,,,,,,left_only
17260,John Bardwell Ebden,Cape Colony,776725178,Start,,,,,,,left_only
17268,Jiří Lobkowicz,Czech Republic,776751749,Stub,,,,,,,left_only
17383,Ahn Sang-yeong,South Korean,777008205,Stub,,,,,,,left_only
17406,Jang Deok-jin,South Korean,777070214,Stub,,,,,,,left_only
17458,Johnson Toribiong,Palauan,777304756,Start,,,,,,,left_only
17464,Carlos Zúñiga Figueroa,Hondura,777334919,Start,,,,,,,left_only
17566,Josip Jurčič,Carniolan,777587526,Stub,,,,,,,left_only
17568,Josip Vošnjak,Carniolan,777588436,Start,,,,,,,left_only
17571,José Adolfo Alvarado Lara,Hondura,777592070,Stub,,,,,,,left_only
17579,José Damián Villacorta,Salvadoran,777601256,Start,,,,,,,left_only
17581,José Escolástico Marín,Salvadoran,777602660,Stub,,,,,,,left_only
17595,José María Cornejo,Salvadoran,777612972,Start,,,,,,,left_only
17596,José María Peralta Lagos,Salvadoran,777613551,Stub,,,,,,,left_only
17597,José María San Martín,Salvadoran,777613737,Start,,,,,,,left_only
17598,José María Silva,Salvadoran,777613786,Start,,,,,,,left_only
17638,Juan Carlos Zuniga,Hondura,777669643,Stub,,,,,,,left_only
17647,Juan Manuel Rodríguez,Salvadoran,777685186,Start,,,,,,,left_only
17655,Juan Vicente Villacorta Díaz,Salvadoran,777698313,Start,,,,,,,left_only
17696,Julio Lozano Díaz,Hondura,777796210,Stub,,,,,,,left_only
17721,Bohuslav Kokotek,Czech Republic,777876483,Stub,,,,,,,left_only
17767,Alena Hanáková,Czech Republic,778095433,Stub,,,,,,,left_only
17861,Katrine Larsen Lenner,Greenlandic,778461046,Stub,,,,,,,left_only
17863,Edmund Wickham Lawrence (Governor-General),Saint Kitts and Nevis,778464259,Start,,,,,,,left_only
17908,Juan José Daboub,Salvadoran,778564487,C,,,,,,,left_only
17942,Kerai Mariur,Palauan,778679721,Stub,,,,,,,left_only
17952,Kete Ioane,Cook Island,778717694,Start,,,,,,,left_only
17958,Tom Davis (Cook Islands politician),Cook Island,778763952,C,,,,,,,left_only
17977,Niki Rattle,Cook Island,778789714,Stub,,,,,,,left_only
18023,Kim Jae-soon,South Korean,778915319,Stub,,,,,,,left_only
18025,Kim Jin-sun,South Korean,778916810,Stub,,,,,,,left_only
18078,Jan Hendrik Hofmeyr (Onze Jan),Cape Colony,779046359,C,,,,,,,left_only
18080,Ilija Dimovski,Macedonia,779048199,Stub,,,,,,,left_only
18083,William Alfred Young,Pitcairn Islands,779056744,Stub,,,,,,,left_only
18197,O'Love Jacobsen,Niuean,779369629,C,,,,,,,left_only
18198,Sisilia Talagi,Niuean,779369671,Stub,,,,,,,left_only
18199,Salilo Tongia,Niuean,779369724,Stub,,,,,,,left_only
18200,Va'aiga Tukuitonga,Niuean,779369750,Stub,,,,,,,left_only
18223,Ada Mae Edwards,Saint Kitts and Nevis,779378782,Start,,,,,,,left_only
18224,Constance V. Mitcham,Saint Kitts and Nevis,779379168,Start,,,,,,,left_only
18260,Irena Kočí,Czech Republic,779417455,Stub,,,,,,,left_only
18261,Martin Netolický,Czech Republic,779417738,Stub,,,,,,,left_only
18262,David Rath,Czech Republic,779418369,Start,,,,,,,left_only
18398,Eva Nováková,Czech Republic,779498276,Stub,,,,,,,left_only
18399,Vojtěch Adam,Czech Republic,779500408,Stub,,,,,,,left_only
18400,Vlastimil Balín,Czech Republic,779500749,Stub,,,,,,,left_only
18401,Jiří Dolejš,Czech Republic,779500957,Stub,,,,,,,left_only
18402,Zuzka Bebarová-Rujbrová,Czech Republic,779501010,Stub,,,,,,,left_only
18403,Marie Stiborová,Czech Republic,779501096,Start,,,,,,,left_only
18404,Jiří Svoboda (politician),Czech Republic,779501161,Stub,,,,,,,left_only
18405,Miloslava Vostrá,Czech Republic,779501194,Stub,,,,,,,left_only
18406,Jiří Čeřovský,Czech Republic,779501654,Stub,,,,,,,left_only
18407,Jan Korger,Czech Republic,779501783,Stub,,,,,,,left_only
18443,Kim Il-ung,South Korean,779544705,Stub,,,,,,,left_only
18444,Koo Kyo-hyun,South Korean,779544873,Stub,,,,,,,left_only
18448,Juan Carlos Valenzuela (politician),Hondura,779557210,Stub,,,,,,,left_only
18467,Adalgisa Ximenes,East Timorese,779579546,Stub,,,,,,,left_only
18474,Kateřina Jacques,Czech Republic,779581127,C,,,,,,,left_only
18523,Jacqueline Oble,Ivorian,779741800,C,,,,,,,left_only
18572,Tomáš Chalupa,Czech Republic,779839245,Stub,,,,,,,left_only
18573,Pavel Blažek,Czech Republic,779839319,Stub,,,,,,,left_only
18574,Aleš Řebíček,Czech Republic,779839400,Stub,,,,,,,left_only
18575,Ivan Langer,Czech Republic,779839455,Start,,,,,,,left_only
18576,Jan Stráský,Czech Republic,779839492,Start,,,,,,,left_only
18581,Jan Chvojka,Czech Republic,779842639,Stub,,,,,,,left_only
18585,Marie Benešová,Czech Republic,779847262,Stub,,,,,,,left_only
18586,Juraj Chmiel,Czech Republic,779847492,Stub,,,,,,,left_only
18587,Daniela Kovářová,Czech Republic,779847531,Stub,,,,,,,left_only
18588,Rostislav Vondruška,Czech Republic,779847687,Stub,,,,,,,left_only
18589,Martin Štěpánek (actor),Czech Republic,779847799,Start,,,,,,,left_only
18590,Helena Třeštíková,Czech Republic,779847837,Stub,,,,,,,left_only
18591,Milena Vicenová,Czech Republic,779847883,Stub,,,,,,,left_only
18592,Jaroslav Bašta,Czech Republic,779848743,Stub,,,,,,,left_only
18593,Josef Lux,Czech Republic,779849059,Stub,,,,,,,left_only
18594,Miroslav Macek,Czech Republic,779849258,Stub,,,,,,,left_only
