,page,country,rev_id,predictions,FIPS,Name,Type,TimeFrame,Data (M),Population,_merge
28194,Yu Myung-hwan,South Korean,790178486,Stub,,,,,,,left_only
28195,Yoon Young-kwan,South Korean,790178940,Start,,,,,,,left_only
28196,Yoon Jeung-hyun,South Korean,790179508,Stub,,,,,,,left_only
28198,Suh Sang-chul,South Korean,790180349,Start,,,,,,,left_only
28228,Philipp von Cobenzl,Carniolan,790213148,Start,,,,,,,left_only
28257,Aya Virginie Toure,Ivorian,790279945,C,,,,,,,left_only
28305,Azarias Ruberwa,"Congo, Dem. Rep. of",790305725,Start,,,,,,,left_only
28346,Antonín Novotný,Czech Republic,790372008,C,,,,,,,left_only
28370,Ngedikes Olai Uludong,Palauan,790410665,Start,,,,,,,left_only
28386,Mireya Agüero,Hondura,790412309,Start,,,,,,,left_only
28387,María Dolores Agüero,Hondura,790412332,Start,,,,,,,left_only
28398,Sarah Flood-Beaubrun,Saint Lucian,790422420,Start,,,,,,,left_only
28403,Gordana Jankuloska,Macedonia,790422718,Stub,,,,,,,left_only
28409,Sandra Pierantozzi,Palauan,790423026,Stub,,,,,,,left_only
28433,Sašo Mijalkov,Macedonia,790441999,Start,,,,,,,left_only
28452,Bak Maeng-woo,South Korean,790471224,C,,,,,,,left_only
28459,"Henry Carteret, 1st Baron Carteret",Jersey,790484914,C,,,,,,,left_only
28514,Banyingela Kasonga,"Congo, Dem. Rep. of",790586686,Start,,,,,,,left_only
28537,Zuzana Brzobohatá,Czech Republic,790608148,Stub,,,,,,,left_only
28538,Alena Palečková,Czech Republic,790608180,Stub,,,,,,,left_only
28539,Zuzana Roithová,Czech Republic,790608186,Start,,,,,,,left_only
28566,Reuben Meade,Montserratian,790614135,Start,,,,,,,left_only
28575,Andreas Fakudze,Swaziland,790636139,Stub,,,,,,,left_only
28585,Salesio Lui,Tokelauan,790644183,Stub,,,,,,,left_only
28586,Kuresa Nasau,Tokelauan,790644216,Stub,,,,,,,left_only
28589,Patuki Isaako,Tokelauan,790644404,Stub,,,,,,,left_only
28592,Kolouei O'Brien,Tokelauan,790647368,Stub,,,,,,,left_only
28662,Anicet Kashamura,"Congo, Dem. Rep. of",790738130,Stub,,,,,,,left_only
28713,"List of MPs elected in the Czech legislative election, 2017",Czech Republic,790838510,Stub,,,,,,,left_only
28760,List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,790881651,Start,,,,,,,left_only
28793,Sophie Kanza,"Congo, Dem. Rep. of",790942655,Start,,,,,,,left_only
28859,Maksim Dimitrievski,Macedonia,791059536,Stub,,,,,,,left_only
28868,Bertrand Bisimwa,"Congo, Dem. Rep. of",791074307,Stub,,,,,,,left_only
28926,Francis Weston,Guernsey,791169532,C,,,,,,,left_only
28936,Bernard Zadi Zaourou,Ivorian,791177695,Stub,,,,,,,left_only
29020,Betty Christian,Pitcairn Islands,791265995,Start,,,,,,,left_only
29110,Martin Jahn,Czech Republic,791374581,Start,,,,,,,left_only
29114,Lee Wan-koo,South Korean,791389950,Start,,,,,,,left_only
29388,Ruslan Khasbulatov,Chechen,791803238,Start,,,,,,,left_only
29393,Óscar Osorio,Salvadoran,791821555,Start,,,,,,,left_only
29471,Bojan Bojanovski,Macedonia,791879937,Stub,,,,,,,left_only
29475,Tuimaleali'ifano,Samoan,791884820,Stub,,,,,,,left_only
29497,Rosa Elena Bonilla,Hondura,791906998,Stub,,,,,,,left_only
29498,Xiomara Castro,Hondura,791907048,C,,,,,,,left_only
29499,Lourdes Rodríguez de Flores,Salvadoran,791907279,Stub,,,,,,,left_only
29500,Álvaro Magaña,Salvadoran,791907345,Stub,,,,,,,left_only
29504,Salvador Castaneda Castro,Salvadoran,791911972,B,,,,,,,left_only
29535,Boris Trajkovski,Macedonia,791970429,C,,,,,,,left_only
29540,Wilfred Bennett Davidson-Houston,Montserratian,791981452,Start,,,,,,,left_only
29545,Mirvan Xhemaili,Macedonia,791991542,Start,,,,,,,left_only
29553,List of Presidents of Somaliland,Somaliland,792010538,Start,,,,,,,left_only
29563,Charles Kisolokele,"Congo, Dem. Rep. of",792037043,Start,,,,,,,left_only
29564,Kim Chang-ryong,South Korean,792037093,Start,,,,,,,left_only
29580,Eduardo Gauggel Medina,Hondura,792070727,Stub,,,,,,,left_only
29621,Branko Crvenkovski,Macedonia,792146742,Start,,,,,,,left_only
29659,Philip Edmond Wodehouse,Cape Colony,792178662,C,,,,,,,left_only
29773,Julio Adalberto Rivera Carballo,Salvadoran,792385744,Start,,,,,,,left_only
29800,Tapley Seaton,Saint Kitts and Nevis,792406694,Start,,,,,,,left_only
29808,Pavel Rychetský,Czech Republic,792417439,Stub,,,,,,,left_only
29810,Richard Collas,Guernsey,792424069,Start,,,,,,,left_only
29831,Gustáv Slamečka,Czech Republic,792476721,Start,,,,,,,left_only
29875,Frank Walker (Jersey politician),Jersey,792567273,Start,,,,,,,left_only
29877,Bujar Osmani,Macedonia,792571494,Stub,,,,,,,left_only
29891,Annika Olsen,Faroese,792595685,Start,,,,,,,left_only
30074,Magomedsalam Magomedov,Dagestani,792949749,Start,,,,,,,left_only
30108,"Heroes' Acre, Pretoria",South African Republic,793010122,Start,,,,,,,left_only
30142,Edvard Kožušník,Czech Republic,793087579,Stub,,,,,,,left_only
30162,Dave Solomon (rugby),Samoan,793129536,Start,,,,,,,left_only
30224,Carlos Escaleras,Hondura,793178396,Start,,,,,,,left_only
30227,Carlos Gabriel Kattán,Hondura,793179072,Stub,,,,,,,left_only
30234,Carlos Ramón Aguilar Guifarro,Hondura,793183704,Stub,,,,,,,left_only
30237,Carlos Salazar Castro,Salvadoran,793184472,Start,,,,,,,left_only
30275,Carolyn Labey,Jersey,793221391,Stub,,,,,,,left_only
30304,Mário Viegas Carrascalão,East Timorese,793270640,B,,,,,,,left_only
30307,Páll á Reynatúgvu,Faroese,793276089,Start,,,,,,,left_only
30308,Atli Dam,Faroese,793277402,Start,,,,,,,left_only
30313,Va'ai Kolone,Samoan,793294077,Start,,,,,,,left_only
30361,Henrik Old,Faroese,793353435,Start,,,,,,,left_only
30364,Victor Carey,Guernsey,793355768,C,,,,,,,left_only
30394,Marita Petersen,Faroese,793394960,Start,,,,,,,left_only
30403,Cecil Stanley Harrison,Jersey,793405839,Stub,,,,,,,left_only
30456,Antoine Ghonda,"Congo, Dem. Rep. of",793411567,Start,,,,,,,left_only
30465,Ndumiso Mamba,Swaziland,793428048,Stub,,,,,,,left_only
30487,José Abílio Osório Soares,East Timorese,793454583,Start,,,,,,,left_only
30601,Maximiliano Hernández Martínez,Salvadoran,793642670,C,,,,,,,left_only
30602,Jan Masaryk,Czech Republic,793642926,C,,,,,,,left_only
30603,Charles Aken Fairbridge,Cape Colony,793643575,Stub,,,,,,,left_only
30638,Charles Konan Banny,Ivorian,793682835,Start,,,,,,,left_only
30762,Elizabeth Carriere,Montserratian,793896767,Stub,,,,,,,left_only
30782,Tamaseu Leni Warren,Samoan,793926721,Stub,,,,,,,left_only
30854,Reynaldo Galindo Pohl,Salvadoran,794052085,Stub,,,,,,,left_only
30875,Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",794072384,Start,,,,,,,left_only
30918,Paul Bolya,"Congo, Dem. Rep. of",794134715,Start,,,,,,,left_only
30925,Jan Koukal,Czech Republic,794146543,Stub,,,,,,,left_only
30945,Sergey Abramov (politician),Chechen,794171049,Stub,,,,,,,left_only
30965,William Howley Goodenough,Cape Colony,794193433,Start,,,,,,,left_only
30966,Christine Adjobi,Ivorian,794194775,Stub,,,,,,,left_only
30977,Mata'afa Iosefo,Samoan,794202189,Start,,,,,,,left_only
31049,George Thomas Napier,Cape Colony,794346758,Start,,,,,,,left_only
31114,Ciro Cruz Zepeda,Salvadoran,794459622,Start,,,,,,,left_only
31132,José Alfredo Saavedra,Hondura,794482135,Stub,,,,,,,left_only
31168,Ken Flower,Rhodesian,794528943,Start,,,,,,,left_only
31190,Ana Ligia Mixco Sol de Saca,Salvadoran,794561394,Start,,,,,,,left_only
31224,"Clarens, Switzerland",South African Republic,794593079,Start,,,,,,,left_only
31231,Malek Bin Sulaiman Al Ma'amari,Omani,794599835,Stub,,,,,,,left_only
31262,Yun Duk-min,South Korean,794638210,Stub,,,,,,,left_only
31321,William Butler (British Army officer),Cape Colony,794705198,C,,,,,,,left_only
31335,"Said bin Sultan, Sultan of Muscat and Oman",Omani,794725141,C,,,,,,,left_only
31393,Konris Maynard,Saint Kitts and Nevis,794794927,Stub,,,,,,,left_only
31395,Robert Wigmore,Cook Island,794802546,Start,,,,,,,left_only
31396,Pukeiti Pukeiti,Cook Island,794802590,Stub,,,,,,,left_only
31442,Malik Saidullaev,Chechen,794893770,Start,,,,,,,left_only
31464,Meralda Warren,Pitcairn Islands,794905581,C,,,,,,,left_only
31575,Carlos Humberto Romero,Salvadoran,794988963,Start,,,,,,,left_only
31582,Pavel Bém,Czech Republic,794995687,Start,,,,,,,left_only
31636,List of Bailiffs of Jersey,Jersey,795069319,Start,,,,,,,left_only
31647,"List of MPs elected in the Czech legislative election, 2013",Czech Republic,795098385,C,,,,,,,left_only
31671,Elias Camsek Chin,Palauan,795139723,Start,,,,,,,left_only
31749,Joseph Chatoyer,Saint Vincent and the Grenadines,795283194,Start,,,,,,,left_only
31795,Louis Straker,Saint Vincent and the Grenadines,795343481,Start,,,,,,,left_only
31799,Andrew Skeen (Rhodesia),Rhodesian,795348776,Stub,,,,,,,left_only
31808,Zoran Stavreski,Macedonia,795362031,Stub,,,,,,,left_only
31813,Hugh Beadle,Rhodesian,795369277,FA,,,,,,,left_only
31820,Vít Bárta,Czech Republic,795377941,Stub,,,,,,,left_only
31884,Hugh Marshall Hole,Rhodesian,795483112,Start,,,,,,,left_only
31997,Cheong Yang-seog,South Korean,795546187,Stub,,,,,,,left_only
31998,Chin Young,South Korean,795546191,Start,,,,,,,left_only
32003,Kim Kwan-yong,South Korean,795546228,Start,,,,,,,left_only
32004,Lee Hahn-koo,South Korean,795546245,Stub,,,,,,,left_only
32005,Lee Jung-hyun (politician),South Korean,795546256,Stub,,,,,,,left_only
32023,Ana María,Salvadoran,795573859,Start,,,,,,,left_only
32057,"Sir George Yonge, 5th Baronet",Cape Colony,795625420,C,,,,,,,left_only
32060,Afega Gaualofa,Tokelauan,795631781,Stub,,,,,,,left_only
32061,Siopili Perez,Tokelauan,795633170,Stub,,,,,,,left_only
32073,Victoria Treadell,Pitcairn Islands,795649021,Start,,,,,,,left_only
32084,President of South Ossetia,South Ossetian,795669553,Start,,,,,,,left_only
32086,John Le Couteur,Jersey,795676915,C,,,,,,,left_only
32147,César Ham,Hondura,795765167,Stub,,,,,,,left_only
32178,Karl Kautsky,Czech Republic,795807571,C,,,,,,,left_only
32179,Karl von Czyhlarz,Czech Republic,795809115,Stub,,,,,,,left_only
32409,Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948,C,,,,,,,left_only
32423,Jim Perchard,Jersey,796095584,Start,,,,,,,left_only
32425,Freddy Matungulu,"Congo, Dem. Rep. of",796099032,C,,,,,,,left_only
32445,Arturo Armando Molina,Salvadoran,796131598,Stub,,,,,,,left_only
32466,Pauli Ellefsen,Faroese,796170338,Start,,,,,,,left_only
32467,Bryan Ian Le Marquand,Jersey,796170389,Start,,,,,,,left_only
32468,Rasmus Rasmussen (writer),Faroese,796170437,C,,,,,,,left_only
32478,Mario Fernando Hernández,Hondura,796180350,Start,,,,,,,left_only
32493,Charles Richard Parkin Christian,Pitcairn Islands,796203049,Stub,,,,,,,left_only
32494,Warren Clive Christian,Pitcairn Islands,796203180,Stub,,,,,,,left_only
32495,Jay Warren,Pitcairn Islands,796203252,Start,,,,,,,left_only
32537,Václav Fresl,Czech Republic,796253432,Stub,,,,,,,left_only
32539,Dzeliwe of Swaziland,Swaziland,796256782,Start,,,,,,,left_only
32566,Eduardo Gauggel Rivas,Hondura,796291215,Stub,,,,,,,left_only
32587,Ale Vena Ale,Samoan,796309750,Stub,,,,,,,left_only
32618,Christoffel Brand,Cape Colony,796352977,C,,,,,,,left_only
32642,Keneti Sio,Samoan,796377891,Stub,,,,,,,left_only
32672,Josef Václav Frič,Czech Republic,796403608,Start,,,,,,,left_only
32796,Robert Alston,Pitcairn Islands,796592041,Stub,,,,,,,left_only
32800,Bernard Martínez Valerio,Hondura,796597000,Start,,,,,,,left_only
32840,Felicito Ávila,Hondura,796635107,Stub,,,,,,,left_only
32851,Henry Barkly,Cape Colony,796646347,C,,,,,,,left_only
32918,Patricia Rodas,Hondura,796709335,Start,,,,,,,left_only
32934,Roque Rodrigues,East Timorese,796722416,Stub,,,,,,,left_only
32969,Togia Sioneholo,Niuean,796747380,Stub,,,,,,,left_only
32970,Tomáš Zdechovský,Czech Republic,796749458,C,,,,,,,left_only
32973,Andrea Češková,Czech Republic,796751775,Stub,,,,,,,left_only
32975,Dana Kuchtová,Czech Republic,796752629,Stub,,,,,,,left_only
33011,Rudolf Margolius,Czech Republic,796825099,C,,,,,,,left_only
33076,Avelino Coelho da Silva,East Timorese,796886084,Stub,,,,,,,left_only
33098,Sagid Murtazaliev,Dagestani,796896055,Start,,,,,,,left_only
33156,Alla Dzhioyeva,Ossetian,796950389,C,,,,,,,left_only
33234,Lord Charles Somerset,Cape Colony,797029963,Start,,,,,,,left_only
33254,Manuel Tilman,East Timorese,797040695,Stub,,,,,,,left_only
33265,Simeon Daniel,Saint Kitts and Nevis,797053483,Start,,,,,,,left_only
33333,Carlos Eugenio Vides Casanova,Salvadoran,797151261,C,,,,,,,left_only
33350,Charles Blé Goudé,Ivorian,797168824,C,,,,,,,left_only
33369,Adnan Jashari,Macedonia,797194590,Start,,,,,,,left_only
33370,Radmila Šekerinska,Macedonia,797194679,Start,,,,,,,left_only
33380,Akhmed Zakayev,Chechen,797214106,B,,,,,,,left_only
33398,Butterworth Stavely,Pitcairn Islands,797221428,Start,,,,,,,left_only
33446,Sheikh Mansur,Chechen,797258871,Start,,,,,,,left_only
33462,Isabel da Costa Ferreira,East Timorese,797279277,C,,,,,,,left_only
33482,John Henry (Cook Islands politician),Cook Island,797303432,Stub,,,,,,,left_only
33483,Geoffrey Henry,Cook Island,797303508,Start,,,,,,,left_only
33484,Albert Henry (politician),Cook Island,797303536,C,,,,,,,left_only
33499,Roy Welensky,Rhodesian,797314307,FA,,,,,,,left_only
33532,Emmanuel Dungia,"Congo, Dem. Rep. of",797348410,C,,,,,,,left_only
33550,Carlos Humberto Reyes,Hondura,797385790,Start,,,,,,,left_only
33573,Abel Muzorewa,Rhodesian,797407618,C,,,,,,,left_only
33598,Munga Mibindo,"Congo, Dem. Rep. of",797435100,Stub,,,,,,,left_only
33601,Emília Pires,East Timorese,797438594,C,,,,,,,left_only
33606,Eric Lenge,"Congo, Dem. Rep. of",797446004,Start,,,,,,,left_only
33612,Peter Mohr Dam,Faroese,797450160,Stub,,,,,,,left_only
33649,Knút Wang,Faroese,797493287,Start,,,,,,,left_only
33651,Sjúrður Skaale,Faroese,797493405,C,,,,,,,left_only
33656,Ben Nsibandze,Swaziland,797494822,Stub,,,,,,,left_only
33666,Carlos López Contreras,Hondura,797499354,Stub,,,,,,,left_only
33698,František Ladislav Rieger,Czech Republic,797539957,C,,,,,,,left_only
33703,Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082,Start,,,,,,,left_only
33841,Sadia Argueta,Hondura,797677168,Stub,,,,,,,left_only
33851,Margarita Dabdoub Sikaffi,Hondura,797684912,Start,,,,,,,left_only
33860,Andrew Green (Jersey politician),Jersey,797693636,Stub,,,,,,,left_only
33908,Benjamin D'Urban,Cape Colony,797735815,C,,,,,,,left_only
33909,Sékou Sanogo,Ivorian,797736207,Stub,,,,,,,left_only
33913,Paul Antoine Bohoun Bouabré,Ivorian,797737768,Start,,,,,,,left_only
33921,Geraint Jennings,Jersey,797746493,Start,,,,,,,left_only
33935,Premier of Niue,Niuean,797757076,Start,,,,,,,left_only
33940,List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842,Start,,,,,,,left_only
33941,List of Prime Ministers of Saint Lucia,Saint Lucian,797760898,Start,,,,,,,left_only
33942,List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926,Start,,,,,,,left_only
33943,Prime Minister of Samoa,Samoan,797760961,C,,,,,,,left_only
33987,Yusuf bin Alawi bin Abdullah,Omani,797805284,Start,,,,,,,left_only
33990,Kim Chong-hoh,South Korean,797806095,Stub,,,,,,,left_only
34014,Prime Minister of South Ossetia,South Ossetian,797825875,Start,,,,,,,left_only
34025,Petr Mach,Czech Republic,797842545,Start,,,,,,,left_only
34053,Akiko Sugiyama,Palauan,797884160,Stub,,,,,,,left_only
34072,List of Prime Ministers of Swaziland,Swaziland,797904256,Start,,,,,,,left_only
34081,Allan Louisy,Saint Lucian,797914672,Start,,,,,,,left_only
34082,Allen Montgomery Lewis,Saint Lucian,797914793,Start,,,,,,,left_only
34113,Samira bint Mohamed Al-Moosa,Omani,797947292,Stub,,,,,,,left_only
34126,Boswell Williams,Saint Lucian,797970479,Stub,,,,,,,left_only
34134,John Charles Molteno,Cape Colony,797978795,C,,,,,,,left_only
34273,George Charles,Saint Lucian,798164824,Start,,,,,,,left_only
34277,"George Macartney, 1st Earl Macartney",Cape Colony,798165649,C,,,,,,,left_only
34278,George Mallet,Saint Lucian,798165675,Start,,,,,,,left_only
34282,Tupua Tamasese Lealofi IV,Samoan,798166885,Stub,,,,,,,left_only
34283,Tofilau Eti Alesana,Samoan,798166951,Start,,,,,,,left_only
34294,Guy-Patrice Lumumba,"Congo, Dem. Rep. of",798185563,Stub,,,,,,,left_only
34330,Xanana Gusmão,East Timorese,798242613,C,,,,,,,left_only
34332,Ian Gorst,Jersey,798244483,Start,,,,,,,left_only
34356,"Government House, Montserrat",Montserratian,798265888,Start,,,,,,,left_only
34383,Chung Ho-yong,South Korean,798295710,Stub,,,,,,,left_only
34389,Miguel Álvarez Castro,Salvadoran,798306895,Stub,,,,,,,left_only
34395,Daniel de Lisle Brock,Guernsey,798315235,C,,,,,,,left_only
34409,José Luís Guterres,East Timorese,798334210,Start,,,,,,,left_only
34477,William Porter (Attorney General),Cape Colony,798383131,C,,,,,,,left_only
34478,Jack Howman,Rhodesian,798384751,Stub,,,,,,,left_only
34482,José Tomás Ponce,Hondura,798394355,Stub,,,,,,,left_only
34491,Mary Elizabeth Flores,Hondura,798401950,Start,,,,,,,left_only
34544,Barnabas Sibusiso Dlamini,Swaziland,798454144,Start,,,,,,,left_only
34547,Joseph Kabila,"Congo, Dem. Rep. of",798455633,GA,,,,,,,left_only
34552,José Cecilio del Valle,Hondura,798460200,C,,,,,,,left_only
34554,José Guillermo García,Salvadoran,798460321,Start,,,,,,,left_only
34566,Julian Hunte,Saint Lucian,798468800,Start,,,,,,,left_only
34609,Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264,Stub,,,,,,,left_only
34618,Jaroslava Moserová,Czech Republic,798490261,Start,,,,,,,left_only
34636,Ethel Tawse Jollie,Rhodesian,798492985,Start,,,,,,,left_only
34641,Aiono Fanaafi Le Tagaloa,Samoan,798494387,Start,,,,,,,left_only
34728,Ali Mitayev,Chechen,798580067,Start,,,,,,,left_only
34777,Lee Jae-myung,South Korean,798611948,Stub,,,,,,,left_only
34833,Efrem Eshba,Abkhazia,798644673,Stub,,,,,,,left_only
34836,Vávra Suk,Czech Republic,798648973,Stub,,,,,,,left_only
34858,Vojtěch Náprstek,Czech Republic,798686948,C,,,,,,,left_only
34865,Dahir Riyale Kahin,Somaliland,798692052,Start,,,,,,,left_only
34873,Lubomír Štrougal,Czech Republic,798705619,Start,,,,,,,left_only
34903,David Tennant (politician),Cape Colony,798742813,C,,,,,,,left_only
34922,Kennedy Simmonds,Saint Kitts and Nevis,798766032,Stub,,,,,,,left_only
34940,Jan Krejčí,Czech Republic,798796793,B,,,,,,,left_only
34950,Le Tagaloa Pita,Samoan,798807561,Start,,,,,,,left_only
34989,Jeannot Bemba Saolona,"Congo, Dem. Rep. of",798859637,Stub,,,,,,,left_only
34996,Ebenezer Joshua,Saint Vincent and the Grenadines,798864996,Start,,,,,,,left_only
35054,Marisol Argueta de Barillas,Salvadoran,798896224,Start,,,,,,,left_only
35124,Radek John,Czech Republic,798944631,Stub,,,,,,,left_only
35126,Medard Mulangala,"Congo, Dem. Rep. of",798948484,C,,,,,,,left_only
35141,Arsénio Bano,East Timorese,798969127,Stub,,,,,,,left_only
35228,Morella Joseph,Saint Lucian,799034545,Stub,,,,,,,left_only
35247,Mpinga Kasenda,"Congo, Dem. Rep. of",799044574,Stub,,,,,,,left_only
35264,Nino Konis Santana,East Timorese,799059687,Stub,,,,,,,left_only
35267,Léon Konan Koffi,Ivorian,799061508,Stub,,,,,,,left_only
35297,Lee Nak-hoon,South Korean,799083872,C,,,,,,,left_only
35391,David Payton,Tokelauan,799209983,Stub,,,,,,,left_only
35402,David Romero Ellner,Hondura,799220342,Start,,,,,,,left_only
35496,Norma Haydee Calderón,Hondura,799300330,Stub,,,,,,,left_only
35500,Jan Jesenius,Czech Republic,799301686,C,,,,,,,left_only
35512,Donaldson Romeo,Montserratian,799317293,Start,,,,,,,left_only
35522,Fernand Kazadi,"Congo, Dem. Rep. of",799328311,Start,,,,,,,left_only
35524,Antoine-Roger Bolamba,"Congo, Dem. Rep. of",799328685,Stub,,,,,,,left_only
35531,Odette Babandoa Etoa,"Congo, Dem. Rep. of",799331221,Start,,,,,,,left_only
35534,Alan David Butler,Rhodesian,799332728,Start,,,,,,,left_only
35539,Leonid Tibilov,South Ossetian,799335775,Start,,,,,,,left_only
35542,Timothy Harris,Saint Kitts and Nevis,799339256,Start,,,,,,,left_only
35545,Olman Danery Maldonado,Hondura,799341541,Stub,,,,,,,left_only
35574,Andries Stockenström,Cape Colony,799373837,B,,,,,,,left_only
35688,"Sir Harry Smith, 1st Baronet",Cape Colony,799472552,C,,,,,,,left_only
35699,Paul Yao N'Dré,Ivorian,799484902,C,,,,,,,left_only
35737,George Carteret,Jersey,799514955,C,,,,,,,left_only
35763,Monique Mukuna Mutombo,"Congo, Dem. Rep. of",799533831,Start,,,,,,,left_only
35778,Moosa AbdulRahman Hassan,Omani,799540696,C,,,,,,,left_only
35795,Jack William Pithey,Rhodesian,799548505,Start,,,,,,,left_only
35796,President of Rhodesia,Rhodesian,799548556,C,,,,,,,left_only
35799,Gerard Bromley Robert Christian,Pitcairn Islands,799551777,Stub,,,,,,,left_only
35800,Ivan Christian,Pitcairn Islands,799551778,Stub,,,,,,,left_only
35801,Pervis Ferris Young,Pitcairn Islands,799551779,Stub,,,,,,,left_only
35802,Thursday October Christian II,Pitcairn Islands,799551780,Start,,,,,,,left_only
35803,Brenda Christian,Pitcairn Islands,799551784,Start,,,,,,,left_only
35840,President of East Timor,East Timorese,799570306,Start,,,,,,,left_only
35881,Denis Walker,Rhodesian,799608339,C,,,,,,,left_only
35889,Garri Aiba,Abkhazia,799618550,Start,,,,,,,left_only
36016,Jim Marurai,Cook Island,799769949,C,,,,,,,left_only
36097,Pearlette Louisy,Saint Lucian,799842307,C,,,,,,,left_only
36120,Daniel Kablan Duncan,Ivorian,799873303,Start,,,,,,,left_only
36169,Ekila Liyonda,"Congo, Dem. Rep. of",799913697,Start,,,,,,,left_only
36176,René Emilio Ponce,Salvadoran,799918049,Stub,,,,,,,left_only
36197,Augustin Matata Ponyo,"Congo, Dem. Rep. of",799930121,Start,,,,,,,left_only
36200,Ouboutou Tegremante,Saint Kitts and Nevis,799930780,Stub,,,,,,,left_only
36214,Yoo Il-ho,South Korean,799945764,Stub,,,,,,,left_only
36344,Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",800087105,Stub,,,,,,,left_only
36376,Augustin Thiam,Ivorian,800116906,Start,,,,,,,left_only
36400,Shawn Christian (mayor),Pitcairn Islands,800137512,Start,,,,,,,left_only
36443,Charles Henry Darling,Cape Colony,800159179,Start,,,,,,,left_only
36459,Silvia Ayala,Hondura,800166969,Stub,,,,,,,left_only
36461,Simone Gbagbo,Ivorian,800169882,C,,,,,,,left_only
36569,James Fitz-Allen Mitchell,Saint Vincent and the Grenadines,800257111,Start,,,,,,,left_only
36571,Park Young-sun,South Korean,800258105,Start,,,,,,,left_only
36732,Laurent Nkunda,"Congo, Dem. Rep. of",800298783,C,,,,,,,left_only
36839,James Cowden,Rhodesian,800407772,Stub,,,,,,,left_only
36846,Herbert Chitepo,Rhodesian,800416336,C,,,,,,,left_only
36930,Guillermo Ungo,Salvadoran,800478736,Stub,,,,,,,left_only
36933,Thomas Nangle,Rhodesian,800479460,Start,,,,,,,left_only
36946,"Statue of Paul Kruger, Church Square",South African Republic,800488968,Start,,,,,,,left_only
36967,Christophe Gbenye,"Congo, Dem. Rep. of",800537411,Start,,,,,,,left_only
36974,Josef Ježek,Czech Republic,800555146,Start,,,,,,,left_only
37049,Ricardo Álvarez Arias,Hondura,800643446,Stub,,,,,,,left_only
37054,Sotsha Dlamini,Swaziland,800650407,Stub,,,,,,,left_only
37106,Stanislaus A. James,Saint Lucian,800680583,Start,,,,,,,left_only
37122,Stephenson King,Saint Lucian,800696547,C,,,,,,,left_only
37136,Stuart Syvret,Jersey,800714278,GA,,,,,,,left_only
37155,Høgni Hoydal,Faroese,800723683,Start,,,,,,,left_only
37183,Džordže Arsov,Macedonia,800739330,Start,,,,,,,left_only
37196,Henriette Diabaté,Ivorian,800750399,Start,,,,,,,left_only
37201,Jana Bobošíková,Czech Republic,800754664,Start,,,,,,,left_only
37211,John Paterson (Cape politician),Cape Colony,800767317,C,,,,,,,left_only
37317,Inga Rhonda King,Saint Vincent and the Grenadines,800881284,Start,,,,,,,left_only
37319,Franz Anton von Kolowrat-Liebsteinsky,Czech Republic,800883412,Start,,,,,,,left_only
37342,Kwon Young-ghil,South Korean,800896932,Start,,,,,,,left_only
37343,In Jae-keun,South Korean,800896981,Stub,,,,,,,left_only
37368,Viktor Dyk,Czech Republic,800925236,C,,,,,,,left_only
37369,Alois Jirásek,Czech Republic,800925518,C,,,,,,,left_only
37436,Timothy Stamps,Rhodesian,800986051,C,,,,,,,left_only
37477,Turpal-Ali Atgeriyev,Chechen,801036587,Start,,,,,,,left_only
37497,Aveau Niko Palamo,Samoan,801057378,Stub,,,,,,,left_only
37511,Edmund Estephane,Saint Lucian,801070713,Stub,,,,,,,left_only
37524,Eduard Kokoity,South Ossetian,801087048,C,,,,,,,left_only
37540,Vaughan Lewis,Saint Lucian,801096569,Start,,,,,,,left_only
37558,Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",801107444,Start,,,,,,,left_only
37566,Moïse Tshombe,"Congo, Dem. Rep. of",801110165,C,,,,,,,left_only
37568,Godefroid Munongo,"Congo, Dem. Rep. of",801112469,Start,,,,,,,left_only
37612,Mark Gosche,Samoan,801142102,C,,,,,,,left_only
37640,Edward Trevor (Jersey),Jersey,801172575,Start,,,,,,,left_only
37644,Premier of Montserrat,Montserratian,801175821,Start,,,,,,,left_only
37645,Lauaki Namulauulu Mamoe,Samoan,801175876,C,,,,,,,left_only
37646,List of rulers of the Pitcairn Islands,Pitcairn Islands,801175970,Start,,,,,,,left_only
37655,Tufuga Efi,Samoan,801182300,C,,,,,,,left_only
37659,Salamasina,Samoan,801186581,Start,,,,,,,left_only
37671,Efraín Bu Girón,Hondura,801194944,Stub,,,,,,,left_only
37692,Tupua Tamasese Meaʻole,Samoan,801213484,Stub,,,,,,,left_only
37827,Winston Cenac,Saint Lucian,801276622,Stub,,,,,,,left_only
37836,Félix Houphouët-Boigny,Ivorian,801282263,B,,,,,,,left_only
37840,Philip Ozouf Jr,Jersey,801284949,C,,,,,,,left_only
